User Name,Name Tag,Description
ardahatipoglu,@ardahatipoglu5,"Replying to 
@nazlicanatabay
 and 
@gokyuzndkyildiz"
Center for Countering Digital Hate,@CCDHate,"Instagram’s broken algorithm is publishing antisemitic hatred.

Users who interact with vaccine lies were recommended these conspiracies linking Israel to the Covid pandemic.

We need to #fixinstagram. Sign our open letter to Mark Zuckerberg: https://counterhate.com/fixinstagram"
WuzupNigeria,@WuzupNigeria,"COVID-19: CAF cancels U-17 AFCON in Morocco 
 https://wuzupnigeria.ng/covid-19-caf-cancels-u-17-afcon-in-morocco/…

#COVID19 | #CAF | #AFCON | #Morocco | Adamawa
@CAF_Media"
Center for Countering Digital Hate,@CCDHate,"Instagram said it doesn't recommend vaccine misinformation to users.

But it's doing just that.

Users who interact with conspiracies are being targeted with lies about Covid vaccines.

We need to #fixinstagram. Sign our open letter to Mark Zuckerberg: https://counterhate.com/fixinstagram"
Stuart Yael Gordon,@syael1339,"Monitoring animals for Covid variants: How one surveillance program is working to find emerging diseases https://nbcnews.com/now/video/monitoring-animals-for-covid-variants-how-one-surveillance-program-is-working-to-find-emerging-diseases-102681157951… via 
@nbcnews"
Juran Jackson,@tavion_jackson,"Lupin/Patren X was revealed via scans but Noel via new article 2 weeks before his debut

Ryusoul Gold was revealed a month before his debut via news article.

Kiramai Silver was revealed via scans and new article a month before he was SUPPOSED to debut(5/24) but Covid."
Rameek Sims,@rameeksims,"ABC: Pres. Biden will make his first primetime address to the nation Thursday night to ""to commemorate the one-year anniversary of the COVID-19 shutdown,"" White House announces."
"Robin Vyrnwy-Pierce
#ReportAntiSemitism",@Rhobyngoch,"Replying to 
@MichaelRosenYes"
(-_-(^_^)-_-),@dagavah,"Replying to 
@indica2007"
BBN,@BigBiteNow,"3/
""which will be developed by Avacta.""

Potentially a front end solid revenue generator but also a foot in the door and a big opportunity to deliver multiple additional future deals, meaning recurring revenues, away from the glare of Covid.

Congratulations to the Avacta team."
Fumo,@foresta233,"Replying to 
@Ulisse6369
 and 
@EliseiNicole"
Rameek Sims,@rameeksims,"ABC: Pres. Biden says last week was a ""big week"" in the battle against COVID, but urges people to ""keep wearing masks, stay socially distanced, and get vaccinated when it's your turn."" https://abcn.ws/2PPlgwd"
Tobinator,@MALWENTO,"Replying to 
@malaysia_covid"
"พร้อมส่ง หน้ากากkf94/แว่นโดยอง,กระเป๋าโดยอง",@enyttn,"พร้อมส่ง หน้ากากอนามัย kf94 ของเกาหลี
1 ซอง มี1 ชิ้น
สีขาว 15 บาท
สีดำ 18 บาท
ค่าส่ง 40 บาท
ดูรีวิว #รีวิวน้องศรี

#หน้ากากอนามัยพร้อมส่ง #kf94 
#โควิค19 #หน้ากากkf94 #หน้ากากอนามัย #หน้ากากอนามัยเกาหลี #หน้ากากอนามัยราคาถูก #รีวิวเกาหลี  #Covid_19 #ฝุ่นpm25"
Kenyans.co.ke,@Kenyans,"Health Chief Administrative Secretary Dr Mercy Mwangangi 
@DrMercyHealth
 has opened up on her working relationship with CS Mutahi Kagwe during a most difficult time occasioned by the Covid-19 pandemic."
ColegioMédicosToledo,@icomtoledo,"Sanidad declara que el MIR no es una causa de fuerza mayor para incumplir la cuarentena Covid-19 vía 
@ActaSanitaria"
ShunnSr.,@ShunnSr,COVID bill to deliver big health insurance savings for many
Pikiran Rakyat,@pikiran_rakyat,"Pasien Virus Mutan B117 Sudah Sembuh, Kemenkes Tegaskan Vaksin Efektif Lawan Varian Baru Covid-19

https://youtu.be/gd8RLHgLMEo 

#pasien #mutan #virus #b117 #kemenkes #vaksin #efektif #varian #covid19 #corona #indonesia #pandemi #nasional #internasional #prmn #pikiranrakyat"
The Mercury™,@TheMercurySA,A R20 million fund was announced by KZN Premier Sihle Zikalala to help small businesses that are struggling due to Covid-19.
کافه ارز دیجیتال,@cafearzdigital," چشم‌انداز دیجیتالی‌سازی «سبز» امارات متحده عربی | اقتصاد سبز برای دیجیتالی‌سازی پایدار
 بیماری همه‌گیر COVID-19، ضرورت دیجیتالی‌سازی پایدار اقتصاد را نشان داد و امارات متحده عربی این چالش را پذیرفته است.
@CafeArzDigital"
Hajduk Rade,@Avalatrade,"Replying to 
@WRNSR"
Chris David,@ChrisDavid1872,"Replying to 
@AVK1972
 and 
@McKenzieJoe9"
Dj Sunshine,@djsunshineremix,Paresh Rawal takes the first dose of COVID-19 vaccination; thanks health workers and scientists https://ift.tt/3t5Yj5V https://ift.tt/2Mft1pR
Yusra Salim | يُسرى بِنْت سالم,@Shulab,A new lab study shows troubling signs that Pfizer's and Moderna's COVID-19 shots could be far less effective against the variant first found in South Africa. #discovery #Science #technology #tech #research #education #scientists
Amuyo Tomoko #StayHomeSaveLifes,@amuyo_tomoko,Should I or shouldn't I take the Covid-19 vaccine?
Kyuukage,@Genesis_Carino,"Replying to 
@lenksizzle"
stream internet killed the rockstar,@nvrletmycmrades,"Replying to 
@tom_wolas
 @Yasinpackm
 and 
@malfoy_black198"
Princess Zelda,@Hyliareicarnate,"Replying to 
@LightsxServant"
Q,@QGalvin,"Replying to 
@foodismybaex
 @KaylaFinchh
 and 
@choycebrown"
Nob Ody,@nobodytweetnob,"Covid-19: ""the confinement of Ile-de-France is not current"", according to Jérôme Salomon"
RadoncNotes,@radoncnotes,washingtonpost: Opinion: Tom Cotton’s silly attack on covid relief shows how Republicans will fight it
News Prime 101,@NewsPrime1012,"COVID-19 Pandemic | Eastern Cape update on vaccine rollout https://youtu.be/PG4qHIOaCr8 via 
@YouTube"
Brèves D'une Infirmière,@BrevesDUneInf,"J'ai pas de mots 
@TroncheBiais
FB d'un médecin a la réception consignes vaccination covid.
Après avoir appris que les médecins qui se sont démenés pour organiser la vaccination de leurs patients ne pourront pas, les pharma étant prioritaires
#VaccinationCovid #soignants"
NotSoChattyCathy,@ChattyCathyAU,"#ScottyFromCoverUps  ""We can start treating Covid, like a bout of the Flu..""  #auspol"
P-どん,@pmd19660916,"なんと先月は未訪でした。
武川さん、申し訳ない！！すべてはCOVID-19が悪いのです。
安定のとりそば！！鶏そぼろと鶏チャーシューが入り、鶏まみれ！！
喉越し爽やかな自家製細麺が旨い！！

早く「純とりそば」が食べられる時代に戻りますように！！

#天神下　#大喜　#ラーメン　#とりそば　#秋葉原"
Dj Sunshine,@djsunshineremix,Ranbir Kapoor tests positive for COVID-19 https://ift.tt/2OfRHDh https://ift.tt/2Mft1pR
Philstar.com,@PhilstarNews,"The total reported COVID-19 cases has reached 600,428 on March 9, 2021.
New cases: 2,668
New deaths: 7
New recoveries: 171
Total active cases: 41,822

More updates on #COVID19PH here: http://bit.ly/covid19-liveblog…"
( mi stringio#metti il nome)..,@maxsan69,"Replying to 
@ingrid25136239"
HERMES NEWS,@hermesnewsgr,Kως: Χάθηκε φιαλίδιο με έξι δόσεις εμβολίου Covid από το νοσοκομείο
Brian Sweeney,@BrianSw78753045,Компания Merck заявила об эффективности своего препарата от коронавируса COVID-19
Ronny Meichsner,@Ronny_Meichsner,Grace Victory: YouTuber with Covid-19 'awake and baby thriving'
Martin B.,@MartinB69409686,"Replying to 
@PetrHonzejk"
Stu ©,@Stoobie1964,"Replying to 
@newjonnyberlin
 and 
@SkyNewsBreak"
China Rose,@ChinaRosy,CDC releases highly anticipated guidance for people fully vaccinated against Covid-19 - CNN
Krugersdorp News,@KrugersdorpNews,The total number of active Covid-19 cases in the West Rand is at 246 according to the latest report by the Gauteng Provincial Government:
Paula.cl,@revista_paula,Las campanas doblan por ti: Cómo el Covid-19 nos volvió insensibles ante la muerte http://lt.cl/g6f3f4
Shehu,@Shehu61163647,"Replying to 
@RBReich"
Diário do Distrito,@DiariodoDistrit,Testes à covid-19 de acompanhantes no parto serão assegurados por instituições de saúde Decisão tomada pela Entidade Reguladora da Saúde. #Covid-19 #grávida #Gravidez https://diariodistrito.pt/?p=60215&feed_id=43062…
Apex World News,@apexworldnews,"AUSTRALIA: One Nation Senator, Pauline Hanson has announced she will refuse the Covid-19 vaccine and has questioned the country's official death toll.
she has been slammed for her decision."
Schubert's World,@HerbertSchuber2,"The government ""Living with Covid""
plan has been renamed :
""Living with Lockdown Level 5"" plan."
Magdalena C.,@Magdalena_C22,"Replying to 
@JackLysy"
Elaine ♡,@mrsnerea,The rate at which these kids/teachers are contracting COVID is alarming ! all these school protocols but no.
Sabine LuQuet,@LuquetSabine,"Replying to 
@SabDeliry
 @magazinesante
 and 3 others"
javier,@infrahumano,Sobre la tercera ola de COVID en Francia.
airc_it,@AIRC_it,"I malati di cancro in terapia che verranno chiamati per la vaccinazione contro il Covid-19 dovranno discutere con il proprio oncologo quando vaccinarsi in relazione al tipo di farmaco che stanno assumendo.

Per info per pazienti oncologici:
 https://bit.ly/2MOg5ez"
"Tim Smith
#FBPA #FBPE #FBPPR",@Timbo_tigger,"The obvious consequence of Tory policy. They must know it's coming, why Patel wants lockdown even if there's no Covid.
Just hope it doesn't make the Tories an even more effective dictatorship. I suspect they've been planning for this, for a long time."
leti⁷,@saniistiny,covid your days are numbered
JRK Aceh,@JRKAceh,"Pengurus IKAKESMA Dilantik, Ikut Bahas Tantangan Vaksinasi Covid di Aceh, Begini Paparan Narasumber"
Angel De Jesus Ocampo,@LittleJoshmcyt,PM-covid-update https://ift.tt/2OBhRAs Unknown Author
Rachit Desai,@rachit24x7,COVID-19 has doubled the amount of people living in poverty – here’s how we close the divide https://wef.ch/3rH6TI0 #Inequality #COVID19
Johnny lunchbucket,@Jhnvrckr1961,IF NOTHING CHANGES AFTER YOU GET THE COVID SHOT ALL RESTRICTIONS STILL APPLY WHY BOTHER
seci,@seci57379901,"Kara deliklerin görüntülenmesinden, Covid-19 aşısının keşfine kadar dünyaya umut aşılayan 8 kadının hikayesi"
Noida News India,@NoidaNewsIndia,"#RanbirKapoor has tested positive for COVID-19. We wish the actor a speedy recovery.
.
#NeetuKapoor #rishikapoor #noidanewsindia #mumbai"
Sarang Pokhare,@sarang143u,"Global Search Engine Marketing Solutions Market 2020 with (Covid-19) Impact Analysis: Google Ads (formerly AdWords), Adobe Advertising Cloud, Marin Software, Bing Ads – FLA News - FLA News

Global Search Engine Marketing Solutions Market 2020 with (Covid"
carersworldlive.co.uk,@carersworldlive,Covid in Scotland: Restrictions on outdoor meetings to be eased
Tuzla Kaymakamlığı,@TcTuzla,Tuzla Yeşilay Başkanı Tülin Sayın ve yönetim kurulu üyeleri Yeşilay Haftası dolayısıyla  ziyaretimize geldiler. Covid-19 ile mücadelede vermiş oldukları destek için Tuzla Yeşilayımıza teşekkür ediyorum.
Peter Schlusche,@PeterSchlusche,"Der neue EU Impfpass basiert nicht auf wissenschaftlichen Erkenntnissen oder klinischen Beweisen.  Es geht zu 100% um soziale Kontrolle, Verfolgung und medizinischen Zwang.  Alles im Namen von ""#COVID Sicherheit""."
𝕄𝕒𝕣𝕛𝕦𝕙 ||,@_Marjuh,"mia nonna sul covid: chissà qualcuno avrà buttato qualcosa nell'aria

sempre qualcuno:"
Mac Otani,@MacOtani,"Leaders need to recognize the gendered impact of the Covid-19 pandemic and put in place long-term recovery efforts with women at the center. 

#IWD2021
 #WhatWomenWant"
Saodah Silikitie Mincrett,@Pheyek_kacang,"Vaksin Merah Putih Bentuk Sumbangsih Indonesia di Kancah Global.

Satgas penanganan Covid-19, menyampaikan salah satu tujuan Indonesia memproduksi vaksin Merah Putih adalah memainkan peranan penting untuk menjaga ketahanan kesehatan di tanah global.
@jokowi
 Lawan Pandemi"
b,@B04559317B,"Ineens een zusje gekregen die een aantal maanden/jaren nadat je een PowNews interview hebt gegeven al op de COVID-afdeling werkt? Knap hoor, 
@jesseklaver
 @groenlinks
 #politiek #stemwijs #coronadebat #CoronaPandemie #GroenLinks #plandemie #liegen"
Pro UK Anti Theism,@AyrshireBog,9/n The excess mortality in the UK from Covid during this pandemic compared to previous years is quite evident from the data
"Lilou
FC Keylor Navas!",@lilipasla,Voilà le truc qui m’énerve le plus! Il y a un cas Covid! Elle ne sait donc pas si son gamin l’a ou pas! Sa seule solution? Se barrer au Portugal! Pays qui est entrain d’être exterminé par le covid! BANDE D’ÉGOÏSTES DE MERDE!
EL OBRERO,@elobrerodigital,Las mujeres en América se levantan para reclamar sus derechos pese a la covid https://elobrero.es/america/62998-las-mujeres-en-america-se-levantan-para-reclamar-sus-derechos-pese-a-la-covid.html…
Steve Bennett,@_cooknaked,"OMG these were delicious. So authenticity Thai, kids loved em too. Totally healthy, if everyone ate like this, then our countries position on the COVID leaderboard just wouldn’t be so. Try all our recipes on our free app #PrimalLiving #cooknaked #LCHF"
Daily Nonpareil,@nonpareilonline,"As the COVID-19 wears on, it’s important to maintain a good blood supply, according to the American Red Cross."
A-L Wiklund,@surfbruden,"Replying to 
@tomasn69
 @Centerpartiet
 and 
@annieloof"
scousetorybear,@thescousetory,"Replying to 
@pwsimerimiaw
 and 
@BBCNews"
News Country India,@NewsCountryInd1,Delhi Allocates Rs 50 Crore In Budget For Free Covid Vaccine At Its Hospitals
SANSA,@SANSA7,"Replying to 
@Vince__SP
 @ma_mohapeloa
 and 2 others"
CNA,@ChannelNewsAsia,"6 new COVID-19 cases in Singapore, all imported https://cna.asia/3t14IiX"
Romaysa Khurshid,@KhurshidRomaysa,"@Cambridge_Uni
 @Shafqat_Mahmood
 
Show mercy on the students and give expected grades as our studies are so affected by Covid situation please."
Qcumber sandwich,@SandwichQcumber,"Replying to 
@joshtpm"
DZBB Super Radyo,@dzbb,"Padua: As of yesterday, mahigit 500 na ang active case ng COVID-19 sa lungsod. http://gmanetwork.com/radio/streaming/dzbb…"
Charlie Budd,@charliebudd,"Director 
@McGillTweet
 shared this fascinating 8-minute video of how Eastenders is being made in a time of Covid. It's the kind of stuff you might imagine being used in blockbuster films. I take my hat off to all the cast and crew. "
Napoli Today,@NapoliToday,"#Cronaca Ascierto: ""Ai pazienti che hanno già avuto il Covid potrebbe bastare una sola dose di vaccino a base di RNA"" http://dlvr.it/RvFvjZ"
News18 Movies,@News18Movies,"He is on Medication, Recovering Well: Neetu Kapoor Confirms Ranbir's Covid Positive Status"
The Pharmaceutical Journal,@PJOnline_News,"RECOVERY trial halts recruitment to colchicine arm because of a lack of ‘convincing’ evidence in COVID-19

https://pharmaceutical-journal.com/article/news/recovery-trials-halts-recruitment-to-colchicine-arm-due-to-lack-of-convincing-evidence…"
Albert Vilariño,@albertvilarino,20.5 millones de años de vida perdidos por COVID-19
𝐒𝐡𝐨𝐰𝐬𝐡𝐚,@Showsha_in,"He is on Medication, Recovering Well: Neetu Kapoor Confirms Ranbir's Covid Positive Status"
⌬Nessa Carson,@SuperScienceGrl,"Has something happened to recruiters lately? I've only had extremely relevant positions in my inbox for months. None of the usual ""do you want to do biology in Hull""

(A recruiter friend was laid off at Covid t=0, so I realize this might not actually be driven by positive change)"
